sensor,buoy,depth,day_of_year,month,temperature
South Shore_Bottom,South Shore,Bottom,38,February,3.3166666666666664
South Shore_Bottom,South Shore,Bottom,39,February,3.2
South Shore_Bottom,South Shore,Bottom,40,February,3.225
South Shore_Bottom,South Shore,Bottom,41,February,3.2041666666666666
South Shore_Bottom,South Shore,Bottom,42,February,2.841666666666667
South Shore_Bottom,South Shore,Bottom,43,February,2.8791666666666664
South Shore_Bottom,South Shore,Bottom,44,February,3.0583333333333336
South Shore_Bottom,South Shore,Bottom,45,February,3.2
South Shore_Bottom,South Shore,Bottom,46,February,3.2625
South Shore_Bottom,South Shore,Bottom,47,February,3.3666666666666667
South Shore_Bottom,South Shore,Bottom,48,February,3.395833333333333
South Shore_Bottom,South Shore,Bottom,49,February,3.4
South Shore_Bottom,South Shore,Bottom,50,February,3.3833333333333333
South Shore_Bottom,South Shore,Bottom,51,February,3.3291666666666666
South Shore_Bottom,South Shore,Bottom,52,February,3.308333333333333
South Shore_Bottom,South Shore,Bottom,53,February,3.2916666666666665
South Shore_Bottom,South Shore,Bottom,54,February,3.3
South Shore_Bottom,South Shore,Bottom,55,February,3.3375
South Shore_Bottom,South Shore,Bottom,56,February,3.3
South Shore_Bottom,South Shore,Bottom,57,February,3.3
South Shore_Bottom,South Shore,Bottom,58,February,3.2333333333333334
South Shore_Bottom,South Shore,Bottom,59,February,3.1708333333333334
South Shore_Bottom,South Shore,Bottom,60,March,3.2
South Shore_Bottom,South Shore,Bottom,61,March,3.1125000000000003
South Shore_Bottom,South Shore,Bottom,62,March,3.004166666666667
South Shore_Bottom,South Shore,Bottom,63,March,2.9458333333333333
South Shore_Bottom,South Shore,Bottom,64,March,3.0791666666666666
South Shore_Bottom,South Shore,Bottom,65,March,3.1
South Shore_Bottom,South Shore,Bottom,66,March,2.970833333333333
South Shore_Bottom,South Shore,Bottom,67,March,2.7125
South Shore_Bottom,South Shore,Bottom,68,March,2.65
South Shore_Bottom,South Shore,Bottom,69,March,2.5
South Shore_Bottom,South Shore,Bottom,70,March,2.4791666666666665
South Shore_Bottom,South Shore,Bottom,71,March,2.4166666666666665
South Shore_Bottom,South Shore,Bottom,72,March,2.4833333333333334
South Shore_Bottom,South Shore,Bottom,73,March,2.55
South Shore_Bottom,South Shore,Bottom,74,March,2.4
South Shore_Bottom,South Shore,Bottom,75,March,2.5833333333333335
South Shore_Bottom,South Shore,Bottom,76,March,2.6875
South Shore_Bottom,South Shore,Bottom,77,March,2.7
South Shore_Bottom,South Shore,Bottom,78,March,2.7041666666666666
South Shore_Bottom,South Shore,Bottom,79,March,2.6500000000000004
South Shore_Bottom,South Shore,Bottom,80,March,2.6708333333333334
South Shore_Bottom,South Shore,Bottom,81,March,2.8041666666666667
South Shore_Bottom,South Shore,Bottom,82,March,2.9833333333333334
South Shore_Bottom,South Shore,Bottom,83,March,3.004166666666667
South Shore_Bottom,South Shore,Bottom,84,March,2.9625
South Shore_Bottom,South Shore,Bottom,85,March,2.970833333333333
South Shore_Bottom,South Shore,Bottom,86,March,2.783333333333333
South Shore_Bottom,South Shore,Bottom,87,March,2.875
South Shore_Bottom,South Shore,Bottom,88,March,2.9375
South Shore_Bottom,South Shore,Bottom,89,March,2.925
South Shore_Bottom,South Shore,Bottom,90,March,2.9916666666666667
South Shore_Bottom,South Shore,Bottom,91,April,2.925
South Shore_Bottom,South Shore,Bottom,92,April,3
South Shore_Bottom,South Shore,Bottom,93,April,3
South Shore_Bottom,South Shore,Bottom,94,April,3.0166666666666666
South Shore_Bottom,South Shore,Bottom,95,April,3.091666666666667
South Shore_Bottom,South Shore,Bottom,96,April,3.1
South Shore_Bottom,South Shore,Bottom,97,April,3.1
South Shore_Bottom,South Shore,Bottom,98,April,3.1
South Shore_Bottom,South Shore,Bottom,99,April,3.1083333333333334
South Shore_Bottom,South Shore,Bottom,100,April,3.2
South Shore_Bottom,South Shore,Bottom,101,April,3.2
South Shore_Bottom,South Shore,Bottom,102,April,3.2666666666666666
South Shore_Bottom,South Shore,Bottom,103,April,3.3
South Shore_Bottom,South Shore,Bottom,104,April,3.308333333333333
South Shore_Bottom,South Shore,Bottom,105,April,3.3416666666666663
South Shore_Bottom,South Shore,Bottom,106,April,3.3916666666666666
South Shore_Bottom,South Shore,Bottom,107,April,3.3833333333333333
South Shore_Bottom,South Shore,Bottom,108,April,3.4125
South Shore_Bottom,South Shore,Bottom,109,April,3.7125
South Shore_Bottom,South Shore,Bottom,110,April,3.7666666666666666
South Shore_Bottom,South Shore,Bottom,111,April,3.5625
South Shore_Bottom,South Shore,Bottom,112,April,3.5
South Shore_Bottom,South Shore,Bottom,113,April,3.5791666666666666
South Shore_Bottom,South Shore,Bottom,114,April,3.6
South Shore_Bottom,South Shore,Bottom,115,April,3.5791666666666666
South Shore_Bottom,South Shore,Bottom,116,April,3.5
South Shore_Bottom,South Shore,Bottom,117,April,3.5458333333333334
South Shore_Bottom,South Shore,Bottom,118,April,3.5875
South Shore_Bottom,South Shore,Bottom,119,April,3.5
South Shore_Bottom,South Shore,Bottom,120,April,3.5
South Shore_Bottom,South Shore,Bottom,121,May,3.5
South Shore_Bottom,South Shore,Bottom,122,May,3.55
South Shore_Bottom,South Shore,Bottom,123,May,3.6833333333333336
South Shore_Bottom,South Shore,Bottom,124,May,3.729166666666667
South Shore_Bottom,South Shore,Bottom,125,May,3.904166666666667
South Shore_Bottom,South Shore,Bottom,126,May,3.8916666666666666
South Shore_Bottom,South Shore,Bottom,127,May,3.8125
South Shore_Bottom,South Shore,Bottom,128,May,3.779166666666667
South Shore_Bottom,South Shore,Bottom,129,May,3.8
South Shore_Bottom,South Shore,Bottom,130,May,3.8
South Shore_Bottom,South Shore,Bottom,131,May,3.725
South Shore_Bottom,South Shore,Bottom,132,May,3.7625
South Shore_Bottom,South Shore,Bottom,133,May,3.6833333333333336
South Shore_Bottom,South Shore,Bottom,134,May,3.6625
South Shore_Bottom,South Shore,Bottom,135,May,3.6
South Shore_Bottom,South Shore,Bottom,136,May,3.666666666666667
South Shore_Bottom,South Shore,Bottom,137,May,3.7
South Shore_Bottom,South Shore,Bottom,138,May,3.6875
South Shore_Bottom,South Shore,Bottom,139,May,3.6833333333333336
South Shore_Bottom,South Shore,Bottom,140,May,3.6791666666666667
South Shore_Bottom,South Shore,Bottom,141,May,3.7
South Shore_Bottom,South Shore,Bottom,142,May,3.7
South Shore_Bottom,South Shore,Bottom,143,May,3.7
South Shore_Bottom,South Shore,Bottom,144,May,3.6833333333333336
South Shore_Bottom,South Shore,Bottom,145,May,3.6791666666666667
South Shore_Bottom,South Shore,Bottom,146,May,3.6
South Shore_Bottom,South Shore,Bottom,147,May,3.6875
South Shore_Bottom,South Shore,Bottom,148,May,3.55
South Shore_Bottom,South Shore,Bottom,149,May,3.6
South Shore_Bottom,South Shore,Bottom,150,May,3.5625
South Shore_Bottom,South Shore,Bottom,151,May,3.595833333333333
South Shore_Bottom,South Shore,Bottom,152,June,3.6
South Shore_Bottom,South Shore,Bottom,153,June,3.6
South Shore_Bottom,South Shore,Bottom,154,June,3.5416666666666665
South Shore_Bottom,South Shore,Bottom,155,June,3.5
South Shore_Bottom,South Shore,Bottom,156,June,3.575
South Shore_Bottom,South Shore,Bottom,157,June,3.6
South Shore_Bottom,South Shore,Bottom,158,June,3.6
South Shore_Bottom,South Shore,Bottom,159,June,3.5416666666666665
South Shore_Bottom,South Shore,Bottom,160,June,3.575
South Shore_Bottom,South Shore,Bottom,161,June,3.5166666666666666
South Shore_Bottom,South Shore,Bottom,162,June,3.5
South Shore_Bottom,South Shore,Bottom,163,June,3.470833333333333
South Shore_Bottom,South Shore,Bottom,164,June,3.466666666666667
South Shore_Bottom,South Shore,Bottom,165,June,3.466666666666667
South Shore_Bottom,South Shore,Bottom,166,June,3.4916666666666667
South Shore_Bottom,South Shore,Bottom,167,June,3.495833333333333
South Shore_Bottom,South Shore,Bottom,168,June,3.5
South Shore_Bottom,South Shore,Bottom,169,June,3.529166666666667
South Shore_Bottom,South Shore,Bottom,170,June,3.6166666666666667
South Shore_Bottom,South Shore,Bottom,171,June,3.5
South Shore_Bottom,South Shore,Bottom,172,June,3.529166666666667
South Shore_Bottom,South Shore,Bottom,173,June,3.5
South Shore_Bottom,South Shore,Bottom,174,June,3.5
South Shore_Bottom,South Shore,Bottom,175,June,3.4791666666666665
South Shore_Bottom,South Shore,Bottom,176,June,3.45
South Shore_Bottom,South Shore,Bottom,177,June,3.5166666666666666
South Shore_Bottom,South Shore,Bottom,178,June,3.5833333333333335
South Shore_Bottom,South Shore,Bottom,179,June,3.575
South Shore_Bottom,South Shore,Bottom,180,June,3.6416666666666666
South Shore_Bottom,South Shore,Bottom,181,June,3.6
South Shore_Bottom,South Shore,Bottom,182,July,3.5166666666666666
South Shore_Bottom,South Shore,Bottom,183,July,3.591666666666667
South Shore_Bottom,South Shore,Bottom,184,July,3.5875
South Shore_Bottom,South Shore,Bottom,185,July,3.6
South Shore_Bottom,South Shore,Bottom,186,July,3.6
South Shore_Bottom,South Shore,Bottom,187,July,3.6
South Shore_Bottom,South Shore,Bottom,188,July,3.6333333333333333
South Shore_Bottom,South Shore,Bottom,189,July,3.770833333333333
South Shore_Bottom,South Shore,Bottom,190,July,3.6625
South Shore_Bottom,South Shore,Bottom,191,July,3.5625
South Shore_Bottom,South Shore,Bottom,192,July,3.5
South Shore_Bottom,South Shore,Bottom,193,July,3.5
South Shore_Bottom,South Shore,Bottom,194,July,3.5
South Shore_Bottom,South Shore,Bottom,195,July,3.5
South Shore_Bottom,South Shore,Bottom,196,July,3.5
South Shore_Bottom,South Shore,Bottom,197,July,3.5
South Shore_Bottom,South Shore,Bottom,198,July,3.5
South Shore_Bottom,South Shore,Bottom,199,July,3.5375
South Shore_Bottom,South Shore,Bottom,200,July,3.6
South Shore_Bottom,South Shore,Bottom,201,July,3.6
South Shore_Bottom,South Shore,Bottom,202,July,3.6
South Shore_Bottom,South Shore,Bottom,203,July,3.6
South Shore_Bottom,South Shore,Bottom,204,July,3.5416666666666665
South Shore_Bottom,South Shore,Bottom,205,July,3.6125000000000003
South Shore_Bottom,South Shore,Bottom,206,July,3.654166666666667
South Shore_Bottom,South Shore,Bottom,207,July,3.7
South Shore_Bottom,South Shore,Bottom,208,July,3.783333333333333
South Shore_Bottom,South Shore,Bottom,209,July,3.783333333333333
South Shore_Bottom,South Shore,Bottom,210,July,3.729166666666667
South Shore_Bottom,South Shore,Bottom,211,July,3.7
South Shore_Bottom,South Shore,Bottom,212,July,3.7
South Shore_Bottom,South Shore,Bottom,213,August,3.7
South Shore_Bottom,South Shore,Bottom,214,August,3.7
South Shore_Bottom,South Shore,Bottom,215,August,3.729166666666667
South Shore_Bottom,South Shore,Bottom,216,August,3.783333333333333
South Shore_Bottom,South Shore,Bottom,217,August,3.8
South Shore_Bottom,South Shore,Bottom,218,August,3.7333333333333334
South Shore_Bottom,South Shore,Bottom,219,August,3.625
South Shore_Bottom,South Shore,Bottom,220,August,3.6083333333333334
South Shore_Bottom,South Shore,Bottom,221,August,3.6750000000000003
South Shore_Bottom,South Shore,Bottom,222,August,3.7416666666666667
South Shore_Bottom,South Shore,Bottom,223,August,3.8041666666666667
South Shore_Bottom,South Shore,Bottom,224,August,3.716666666666667
South Shore_Bottom,South Shore,Bottom,225,August,3.6125000000000003
South Shore_Bottom,South Shore,Bottom,226,August,3.6
South Shore_Bottom,South Shore,Bottom,227,August,3.604166666666667
South Shore_Bottom,South Shore,Bottom,228,August,3.595833333333333
South Shore_Bottom,South Shore,Bottom,229,August,3.5791666666666666
South Shore_Bottom,South Shore,Bottom,230,August,3.6
South Shore_Bottom,South Shore,Bottom,231,August,3.716666666666667
South Shore_Bottom,South Shore,Bottom,232,August,3.7625
South Shore_Bottom,South Shore,Bottom,233,August,3.7291666666666665
South Shore_Bottom,South Shore,Bottom,234,August,3.6
South Shore_Bottom,South Shore,Bottom,235,August,3.6
South Shore_Bottom,South Shore,Bottom,236,August,3.6
South Shore_Bottom,South Shore,Bottom,237,August,3.5791666666666666
South Shore_Bottom,South Shore,Bottom,238,August,3.5953488372093023
South Shore_Bottom,South Shore,Bottom,239,August,3.6
South Shore_Bottom,South Shore,Bottom,240,August,3.685714285714286
South Shore_Bottom,South Shore,Bottom,241,August,3.7458333333333336
South Shore_Bottom,South Shore,Bottom,242,August,3.7666666666666666
South Shore_Bottom,South Shore,Bottom,243,August,3.8125
South Shore_Bottom,South Shore,Bottom,244,September,3.8249999999999997
South Shore_Bottom,South Shore,Bottom,245,September,3.7958333333333334
South Shore_Bottom,South Shore,Bottom,246,September,3.5458333333333334
South Shore_Bottom,South Shore,Bottom,247,September,3.654166666666667
South Shore_Bottom,South Shore,Bottom,248,September,3.7
South Shore_Bottom,South Shore,Bottom,249,September,3.7
South Shore_Bottom,South Shore,Bottom,250,September,3.6875
South Shore_Bottom,South Shore,Bottom,251,September,3.5791666666666666
South Shore_Bottom,South Shore,Bottom,252,September,3.666666666666667
South Shore_Bottom,South Shore,Bottom,253,September,3.7916666666666665
South Shore_Bottom,South Shore,Bottom,254,September,3.8
South Shore_Bottom,South Shore,Bottom,255,September,3.8375
South Shore_Bottom,South Shore,Bottom,256,September,3.8625
South Shore_Bottom,South Shore,Bottom,257,September,3.9
South Shore_Bottom,South Shore,Bottom,258,September,3.7875
South Shore_Bottom,South Shore,Bottom,259,September,3.6750000000000003
South Shore_Bottom,South Shore,Bottom,260,September,3.691666666666667
South Shore_Bottom,South Shore,Bottom,261,September,3.7041666666666666
South Shore_Bottom,South Shore,Bottom,262,September,3.6958333333333333
South Shore_Bottom,South Shore,Bottom,263,September,3.625
South Shore_Bottom,South Shore,Bottom,264,September,3.6125000000000003
South Shore_Bottom,South Shore,Bottom,265,September,3.6166666666666667
South Shore_Bottom,South Shore,Bottom,266,September,3.6458333333333335
South Shore_Bottom,South Shore,Bottom,267,September,3.5625
South Shore_Bottom,South Shore,Bottom,268,September,3.5
South Shore_Bottom,South Shore,Bottom,269,September,3.5
South Shore_Bottom,South Shore,Bottom,270,September,3.5583333333333336
South Shore_Bottom,South Shore,Bottom,271,September,3.6333333333333333
South Shore_Bottom,South Shore,Bottom,272,September,3.7
South Shore_Bottom,South Shore,Bottom,273,September,3.6458333333333335
South Shore_Bottom,South Shore,Bottom,274,October,3.6
South Shore_Bottom,South Shore,Bottom,275,October,3.591666666666667
South Shore_Bottom,South Shore,Bottom,276,October,3.575
South Shore_Bottom,South Shore,Bottom,277,October,3.5
South Shore_Bottom,South Shore,Bottom,278,October,3.604166666666667
South Shore_Bottom,South Shore,Bottom,279,October,3.7041666666666666
South Shore_Bottom,South Shore,Bottom,280,October,3.629166666666667
South Shore_Bottom,South Shore,Bottom,281,October,3.745833333333333
South Shore_Bottom,South Shore,Bottom,282,October,3.629166666666667
South Shore_Bottom,South Shore,Bottom,283,October,3.6
South Shore_Bottom,South Shore,Bottom,284,October,3.5833333333333335
South Shore_Bottom,South Shore,Bottom,285,October,3.6
South Shore_Bottom,South Shore,Bottom,286,October,3.6
South Shore_Bottom,South Shore,Bottom,287,October,3.5791666666666666
South Shore_Bottom,South Shore,Bottom,288,October,3.5416666666666665
South Shore_Bottom,South Shore,Bottom,289,October,3.6
South Shore_Bottom,South Shore,Bottom,290,October,3.625
South Shore_Bottom,South Shore,Bottom,291,October,3.7458333333333336
South Shore_Bottom,South Shore,Bottom,292,October,3.6166666666666667
South Shore_Bottom,South Shore,Bottom,293,October,3.6
South Shore_Bottom,South Shore,Bottom,294,October,3.6
South Shore_Bottom,South Shore,Bottom,295,October,3.6
South Shore_Bottom,South Shore,Bottom,296,October,3.6
South Shore_Bottom,South Shore,Bottom,297,October,3.654166666666667
South Shore_Bottom,South Shore,Bottom,298,October,3.7666666666666666
South Shore_Bottom,South Shore,Bottom,299,October,3.720833333333333
South Shore_Bottom,South Shore,Bottom,300,October,3.8916666666666666
South Shore_Bottom,South Shore,Bottom,301,October,3.8083333333333336
South Shore_Bottom,South Shore,Bottom,302,October,3.6125000000000003
South Shore_Bottom,South Shore,Bottom,303,October,3.6
South Shore_Bottom,South Shore,Bottom,304,October,3.658333333333333
South Shore_Bottom,South Shore,Bottom,305,November,3.725
South Shore_Bottom,South Shore,Bottom,306,November,3.779166666666667
South Shore_Bottom,South Shore,Bottom,307,November,3.7375000000000003
South Shore_Bottom,South Shore,Bottom,308,November,3.8791666666666664
South Shore_Bottom,South Shore,Bottom,309,November,3.9583333333333335
South Shore_Bottom,South Shore,Bottom,310,November,3.8166666666666664
South Shore_Bottom,South Shore,Bottom,311,November,3.808333333333333
South Shore_Bottom,South Shore,Bottom,312,November,3.8541666666666665
South Shore_Bottom,South Shore,Bottom,313,November,3.9291666666666667
South Shore_Bottom,South Shore,Bottom,314,November,3.9166666666666665
South Shore_Bottom,South Shore,Bottom,315,November,3.8416666666666663
South Shore_Bottom,South Shore,Bottom,316,November,3.8499999999999996
South Shore_Bottom,South Shore,Bottom,317,November,3.9791666666666665
South Shore_Bottom,South Shore,Bottom,318,November,4.4875
South Shore_Bottom,South Shore,Bottom,319,November,4.2375
South Shore_Bottom,South Shore,Bottom,320,November,3.833333333333333
South Shore_Bottom,South Shore,Bottom,321,November,3.9
South Shore_Bottom,South Shore,Bottom,322,November,3.9
South Shore_Bottom,South Shore,Bottom,323,November,3.9833333333333334
South Shore_Bottom,South Shore,Bottom,324,November,5.2124999999999995
South Shore_Bottom,South Shore,Bottom,325,November,7.6
South Shore_Bottom,South Shore,Bottom,326,November,7.4125000000000005
South Shore_Bottom,South Shore,Bottom,327,November,7.179166666666666
South Shore_Bottom,South Shore,Bottom,328,November,5.404166666666667
South Shore_Bottom,South Shore,Bottom,329,November,4.116666666666666
South Shore_Bottom,South Shore,Bottom,330,November,6.304166666666666
South Shore_Bottom,South Shore,Bottom,331,November,6.154166666666667
South Shore_Bottom,South Shore,Bottom,332,November,6.204166666666667
South Shore_Bottom,South Shore,Bottom,333,November,5.283333333333333
South Shore_Bottom,South Shore,Bottom,334,November,4.0125
South Shore_Bottom,South Shore,Bottom,335,December,6.141666666666667
South Shore_Bottom,South Shore,Bottom,336,December,5.770833333333333
South Shore_Bottom,South Shore,Bottom,337,December,5.579166666666667
South Shore_Bottom,South Shore,Bottom,338,December,5.566666666666666
South Shore_Bottom,South Shore,Bottom,339,December,5.495833333333334
South Shore_Bottom,South Shore,Bottom,340,December,5.316666666666666
South Shore_Bottom,South Shore,Bottom,341,December,5.270833333333333
South Shore_Bottom,South Shore,Bottom,342,December,5.5
South Shore_Bottom,South Shore,Bottom,343,December,5.4625
South Shore_Bottom,South Shore,Bottom,344,December,4.0375
South Shore_Bottom,South Shore,Bottom,345,December,3.908333333333333
South Shore_Bottom,South Shore,Bottom,346,December,4.045833333333333
South Shore_Bottom,South Shore,Bottom,347,December,3.966666666666667
South Shore_Bottom,South Shore,Bottom,348,December,3.9
South Shore_Bottom,South Shore,Bottom,349,December,3.9
South Shore_Bottom,South Shore,Bottom,350,December,3.9
South Shore_Bottom,South Shore,Bottom,351,December,3.9166666666666665
South Shore_Bottom,South Shore,Bottom,352,December,4.270833333333333
South Shore_Bottom,South Shore,Bottom,353,December,4.5
South Shore_Bottom,South Shore,Bottom,354,December,4.608333333333333
South Shore_Bottom,South Shore,Bottom,355,December,4.525
South Shore_Bottom,South Shore,Bottom,356,December,4.554166666666666
South Shore_Bottom,South Shore,Bottom,357,December,4.608333333333333
South Shore_Bottom,South Shore,Bottom,358,December,4.508333333333334
South Shore_Bottom,South Shore,Bottom,359,December,4.0375
South Shore_Bottom,South Shore,Bottom,360,December,4.054166666666666
South Shore_Bottom,South Shore,Bottom,361,December,4.0125
South Shore_Bottom,South Shore,Bottom,362,December,3.7708333333333335
South Shore_Bottom,South Shore,Bottom,363,December,3.5
South Shore_Bottom,South Shore,Bottom,364,December,3.4541666666666666
South Shore_Bottom,South Shore,Bottom,365,December,3.466666666666667
South Shore_Surface,South Shore,Surface,1,January,4.961682610927483
South Shore_Surface,South Shore,Surface,2,January,4.9286479351337125
South Shore_Surface,South Shore,Surface,3,January,4.9249010260166255
South Shore_Surface,South Shore,Surface,4,January,4.938548025277944
South Shore_Surface,South Shore,Surface,5,January,4.951713770157251
South Shore_Surface,South Shore,Surface,6,January,4.923820827386317
South Shore_Surface,South Shore,Surface,7,January,4.850599219689002
South Shore_Surface,South Shore,Surface,8,January,4.839220991085737
South Shore_Surface,South Shore,Surface,9,January,4.762444315592448
South Shore_Surface,South Shore,Surface,10,January,4.5684228953826125
South Shore_Surface,South Shore,Surface,11,January,4.403849626590044
South Shore_Surface,South Shore,Surface,12,January,4.33602697284405
South Shore_Surface,South Shore,Surface,13,January,4.334909802559094
South Shore_Surface,South Shore,Surface,14,January,4.320368040427184
South Shore_Surface,South Shore,Surface,15,January,3.9549704433343345
South Shore_Surface,South Shore,Surface,16,January,4.162568662985777
South Shore_Surface,South Shore,Surface,17,January,4.151172186435796
South Shore_Surface,South Shore,Surface,18,January,4.0179579561673675
South Shore_Surface,South Shore,Surface,19,January,3.573833222218049
South Shore_Surface,South Shore,Surface,20,January,3.6432240913586735
South Shore_Surface,South Shore,Surface,21,January,4.013263574844752
South Shore_Surface,South Shore,Surface,22,January,4.018646996131309
South Shore_Surface,South Shore,Surface,23,January,4.1163735476762815
South Shore_Surface,South Shore,Surface,24,January,4.225444968199119
South Shore_Surface,South Shore,Surface,25,January,4.590630319448618
South Shore_Surface,South Shore,Surface,26,January,4.660843454214243
South Shore_Surface,South Shore,Surface,27,January,4.496593098958333
South Shore_Surface,South Shore,Surface,28,January,4.380264024000901
South Shore_Surface,South Shore,Surface,29,January,4.18118034793169
South Shore_Surface,South Shore,Surface,30,January,4.20017185934996
South Shore_Surface,South Shore,Surface,31,January,3.6848789156400237
South Shore_Surface,South Shore,Surface,32,February,3.666840696677183
South Shore_Surface,South Shore,Surface,33,February,3.495803948818109
South Shore_Surface,South Shore,Surface,34,February,3.7089594335311498
South Shore_Surface,South Shore,Surface,35,February,4.1433253064277835
South Shore_Surface,South Shore,Surface,36,February,4.175327114007412
South Shore_Surface,South Shore,Surface,37,February,4.106798062838041
South Shore_Surface,South Shore,Surface,38,February,4.179939413999899
South Shore_Surface,South Shore,Surface,39,February,4.01550169959435
South Shore_Surface,South Shore,Surface,40,February,4.082678186661157
South Shore_Surface,South Shore,Surface,41,February,4.02787213291266
South Shore_Surface,South Shore,Surface,42,February,4.096680858122997
South Shore_Surface,South Shore,Surface,43,February,3.3947846335386616
South Shore_Surface,South Shore,Surface,44,February,3.8746625992212538
South Shore_Surface,South Shore,Surface,45,February,3.9820457591521428
South Shore_Surface,South Shore,Surface,46,February,4.001665150177784
South Shore_Surface,South Shore,Surface,47,February,3.9682485273312293
South Shore_Surface,South Shore,Surface,48,February,3.9318484669220743
South Shore_Surface,South Shore,Surface,49,February,3.8666906988681884
South Shore_Surface,South Shore,Surface,50,February,3.812905854053986
South Shore_Surface,South Shore,Surface,51,February,3.9173312628330317
South Shore_Surface,South Shore,Surface,52,February,3.956635194436097
South Shore_Surface,South Shore,Surface,53,February,4.042234251364683
South Shore_Surface,South Shore,Surface,54,February,4.0605472020858375
South Shore_Surface,South Shore,Surface,55,February,4.030932881673177
South Shore_Surface,South Shore,Surface,56,February,3.191093665489783
South Shore_Surface,South Shore,Surface,57,February,2.680793397561098
South Shore_Surface,South Shore,Surface,58,February,2.817604374812199
South Shore_Surface,South Shore,Surface,59,February,3.122076490949876
South Shore_Surface,South Shore,Surface,60,February,3.6188214992947048
South Shore_Surface,South Shore,Surface,61,March,3.5972120519567414
South Shore_Surface,South Shore,Surface,62,March,3.7852528121383098
South Shore_Surface,South Shore,Surface,63,March,3.9305116057219327
South Shore_Surface,South Shore,Surface,64,March,3.9549690958658856
South Shore_Surface,South Shore,Surface,65,March,3.8337275435836227
South Shore_Surface,South Shore,Surface,66,March,3.765903379087094
South Shore_Surface,South Shore,Surface,67,March,3.5317621211299186
South Shore_Surface,South Shore,Surface,68,March,3.562664415147569
South Shore_Surface,South Shore,Surface,69,March,3.825297220865885
South Shore_Surface,South Shore,Surface,70,March,3.9096635742187495
South Shore_Surface,South Shore,Surface,71,March,3.608783578378182
South Shore_Surface,South Shore,Surface,72,March,3.798729679814091
South Shore_Surface,South Shore,Surface,73,March,3.7886515887225114
South Shore_Surface,South Shore,Surface,74,March,4.1454697107385705
South Shore_Surface,South Shore,Surface,75,March,4.056385672110098
South Shore_Surface,South Shore,Surface,76,March,3.969067984121817
South Shore_Surface,South Shore,Surface,77,March,3.862534690574363
South Shore_Surface,South Shore,Surface,78,March,3.923590384024161
South Shore_Surface,South Shore,Surface,79,March,3.9501052087854456
South Shore_Surface,South Shore,Surface,80,March,3.950899660463686
South Shore_Surface,South Shore,Surface,81,March,3.939479417588976
South Shore_Surface,South Shore,Surface,82,March,3.9172111703378185
South Shore_Surface,South Shore,Surface,83,March,3.902317654079861
South Shore_Surface,South Shore,Surface,84,March,3.93835681604456
South Shore_Surface,South Shore,Surface,85,March,3.971198757595486
South Shore_Surface,South Shore,Surface,86,March,4.021319894296152
South Shore_Surface,South Shore,Surface,87,March,4.069100237811052
South Shore_Surface,South Shore,Surface,88,March,4.130617870189525
South Shore_Surface,South Shore,Surface,89,March,4.039172609682436
South Shore_Surface,South Shore,Surface,90,March,4.000590307165075
South Shore_Surface,South Shore,Surface,91,March,4.068650600857204
South Shore_Surface,South Shore,Surface,92,April,4.073910680700231
South Shore_Surface,South Shore,Surface,93,April,4.071655847620081
South Shore_Surface,South Shore,Surface,94,April,4.059030748155381
South Shore_Surface,South Shore,Surface,95,April,4.078165631329569
South Shore_Surface,South Shore,Surface,96,April,4.141068067762586
South Shore_Surface,South Shore,Surface,97,April,4.221769544813368
South Shore_Surface,South Shore,Surface,98,April,4.276049454300492
South Shore_Surface,South Shore,Surface,99,April,4.338478470413773
South Shore_Surface,South Shore,Surface,100,April,4.398236906828703
South Shore_Surface,South Shore,Surface,101,April,4.414918843587239
South Shore_Surface,South Shore,Surface,102,April,4.41589242892795
South Shore_Surface,South Shore,Surface,103,April,4.3395408845124415
South Shore_Surface,South Shore,Surface,104,April,4.300233601888021
South Shore_Surface,South Shore,Surface,105,April,4.376794236924913
South Shore_Surface,South Shore,Surface,106,April,4.419739707664207
South Shore_Surface,South Shore,Surface,107,April,4.520549646448206
South Shore_Surface,South Shore,Surface,108,April,4.470394431785301
South Shore_Surface,South Shore,Surface,109,April,4.338648602520977
South Shore_Surface,South Shore,Surface,110,April,4.377099754050926
South Shore_Surface,South Shore,Surface,111,April,4.4070090015552665
South Shore_Surface,South Shore,Surface,112,April,4.553445233380352
South Shore_Surface,South Shore,Surface,113,April,4.535726555718316
South Shore_Surface,South Shore,Surface,114,April,4.668373474121093
South Shore_Surface,South Shore,Surface,115,April,4.652781722457321
South Shore_Surface,South Shore,Surface,116,April,4.586709228515625
South Shore_Surface,South Shore,Surface,117,April,4.8403662109375
South Shore_Surface,South Shore,Surface,118,April,5.880192572699652
South Shore_Surface,South Shore,Surface,119,April,6.1195436717845775
South Shore_Surface,South Shore,Surface,120,April,6.505150573730468
South Shore_Surface,South Shore,Surface,121,April,6.777644863552517
South Shore_Surface,South Shore,Surface,122,May,6.984883664731625
South Shore_Surface,South Shore,Surface,123,May,7.055046325683593
South Shore_Surface,South Shore,Surface,124,May,7.3600238104926214
South Shore_Surface,South Shore,Surface,125,May,7.719585670753761
South Shore_Surface,South Shore,Surface,126,May,7.816626849139177
South Shore_Surface,South Shore,Surface,127,May,7.794644576461226
South Shore_Surface,South Shore,Surface,128,May,7.9666734483506945
South Shore_Surface,South Shore,Surface,129,May,8.311223944769965
South Shore_Surface,South Shore,Surface,130,May,8.609117415816696
